1,50,112,183,-37.3179
10,230.298,531.46,259.134,-21.3619
20,349.502,482.494,226.414,-21.3619
30,465.958,482.494,257.806,-14.5945
40,465.958,483.176,254.738,-14.5945
50,465.958,483.176,204.749,-14.5945
60,465.958,905.028,335.365,-1.05983
70,468.111,753.68,287.816,-1.05983
80,566.143,893.84,246.66,-1.05983
90,450.641,725.832,253.427,-1.05983
100,324.842,661.814,227.555,-1.05983
110,257.117,691.684,445.715,-1.05983
120,550.352,691.684,500.562,-1.05983
130,407.724,902.124,386.42,-1.05983
140,461.891,839.031,246.901,-1.05983
150,587.147,836.794,346.761,-1.05983
160,274.965,885.874,307.527,-1.05983
170,224.471,908.774,411.139,-1.05983
180,308.603,660.502,273.592,-1.05983
190,210.651,664.081,250.174,-1.05983
200,519.062,753.779,359.18,-1.05983
210,556.44,799.547,191.988,-1.05983
220,520.481,782.471,262.956,-1.05983
230,471.679,816.051,262.956,-1.05983
240,369.978,748.044,237.619,-1.05983
250,386.347,805.783,533.174,-1.05983
260,279.753,832.343,592.465,-1.05983
270,265.516,682.047,498.851,-1.05983
280,328.443,682.047,509.973,-1.05983
290,406.077,753.597,284.966,-1.05983
300,204.849,644.429,475.448,-1.05983
310,349.147,649.366,535.649,-1.05983
320,437.978,885.841,613.887,-1.05983
330,420.353,806.587,465.241,-1.05983
340,587.98,716.887,390.697,-1.05983
350,597.151,842.568,275.793,-1.05983
360,576.696,841.498,238.766,-1.05983
370,576.696,710.36,332.481,-1.05983
380,608.609,816.872,310.374,-1.05983
390,552.068,794.274,337.746,-1.05983
400,589.353,659.158,480.028,-1.05983
410,617.369,747.074,479.884,-1.05983
420,617.369,808.793,424.886,-1.05983
430,494.832,770.356,446.031,-1.05983
440,623.796,690.945,458.079,-1.05983
450,526.253,861.13,594.4,-1.05983
460,444.621,726.656,352.683,-1.05983
470,429.629,735.397,209.909,-1.05983
480,598.714,773.597,258.64,-1.05983
490,503.756,687.521,259.091,-1.05983
500,415.85,853.92,218.312,-1.05983
510,462.829,711.455,218.312,-1.05983
520,462.829,868.796,521.844,-1.05983
530,380.912,746.629,597.638,-1.05983
540,445.231,827.614,597.638,-1.05983
550,435.214,843.923,492.778,-1.05983
560,362.394,789.849,297.446,-1.05983
570,451.152,674.245,350.297,-1.05983
580,381.534,668.241,461.265,-1.05983
590,520.012,778.024,552.539,-1.05983
600,355.256,798.33,614.066,-1.05983
610,205.09,698.464,488.087,-1.05983
620,539.785,698.464,565.025,-1.05983
630,437.752,698.464,565.025,-1.05983
640,584.887,748.781,565.025,-1.05983
650,613.705,865.404,556.411,-1.05983
660,560,861.249,452.445,-1.05983
670,593.059,906.436,549.3,-1.05983
680,611.926,902.829,259.274,-1.05983
690,611.926,829.519,315.361,-1.05983
700,532.101,656.11,186.779,-1.05983
710,545.407,656.11,307.007,-1.05983
